,id_estudiante,propuesta,estado_inscripcion,fecha_ingreso,fecha_inscripcion,ingreso_aprobadas,ingreso_libres,ingreso_totales,cursadas_aprobadas,cursadas_regulares,cursadas_libres,cursadas_totales,inscripciones_examenes,examenes_aprobados,anio_ingreso,fecha_ultimo_examen,anio_ultima_reinscripcion,promedio_sin_aplazos,promedio_con_aplazos,actividades_aprobadas,total_actividades,regular,calidad,segundo_anio
352,CB-015849-2,134,Pendiente,01/04/2020,03/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
353,CB-016418-2,134,Aceptado,01/04/2020,04/02/2020,1,1,2,0,0,3,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
354,CB-015967-7,134,Aceptado,01/04/2020,11/12/2019,1,1,2,1,1,1,3,0,0,2020,23/08/2021,2021.0,5.33,7.0,4,40,S,A,N
355,CB-015907-3,134,Pendiente,01/04/2020,06/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.27,7.7,12,40,S,A,S
356,CB-016749-1,134,Aceptado,01/04/2020,19/02/2020,1,1,2,0,0,3,3,0,0,2020,20/08/2021,2021.0,5.25,6.33,4,40,S,A,N
357,CB-015873-5,134,Aceptado,01/04/2020,04/12/2019,1,1,2,0,1,2,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
358,CB-015817-4,134,Aceptado,01/04/2020,27/11/2019,2,0,2,1,1,1,3,0,0,2020,,2021.0,7.67,7.67,6,40,S,A,S
359,CB-016475-1,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,0,2,3,0,0,2020,18/08/2021,2021.0,8.0,8.0,5,40,S,A,S
360,CB-015814-0,134,Pendiente,01/04/2020,26/11/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,4,40,S,A,N
361,CB-015857-3,134,Pendiente,01/04/2020,03/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,6.64,6.9,12,40,S,A,S
362,CB-015810-7,134,Aceptado,01/04/2020,26/11/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
363,CB-012229-3,134,Aceptado,01/04/2020,20/11/2019,2,0,2,0,0,3,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
364,CB-015999-5,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
365,CB-015936-7,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,6.0,6.67,3,40,S,A,N
366,CB-015782-8,134,Aceptado,01/04/2020,19/11/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,7.0,7.0,15,40,S,A,S
367,CB-016476-0,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,17/12/2020,2021.0,5.75,7.0,3,40,S,A,N
368,CB-016135-3,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,20/03/2021,2021.0,6.33,7.57,8,40,S,A,S
369,CB-015883-2,134,Pendiente,01/04/2020,05/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.77,7.0,12,40,S,A,S
370,CB-015284-2,134,Aceptado,01/04/2020,21/11/2019,1,1,2,0,2,1,3,0,0,2020,23/02/2021,2021.0,5.5,9.0,2,40,S,A,N
371,CB-016141-8,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
372,CB-016110-8,134,Aceptado,01/04/2020,18/12/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
373,CB-016430-1,134,Pendiente,01/04/2020,05/02/2020,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.0,7.0,3,40,S,A,N
374,CB-016115-9,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,6.58,6.82,13,40,S,A,S
375,CB-016037-3,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,6.8,7.22,10,40,S,A,S
376,CB-015877-8,134,Aceptado,01/04/2020,04/12/2019,1,1,2,2,0,1,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
377,CB-016013-6,134,Pendiente,01/04/2020,12/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
378,CB-015917-1,134,Pendiente,01/04/2020,09/12/2019,0,2,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,7.58,8.0,12,40,S,A,S
379,CB-015862-0,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
380,CB-016001-2,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,8.33,8.33,3,40,S,A,N
381,CB-012329-0,134,Aceptado,01/04/2020,26/02/2020,1,1,2,0,0,3,3,0,0,2020,18/08/2021,2021.0,6.65,6.65,22,40,S,A,S
382,CB-015802-6,134,Pendiente,01/04/2020,22/11/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,8.33,8.33,3,40,S,A,N
383,CB-015996-1,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
384,CB-015820-4,134,Pendiente,01/04/2020,27/11/2019,0,2,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.63,7.8,7,40,S,A,S
385,CB-015839-5,134,Aceptado,01/04/2020,02/12/2019,2,0,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
386,CB-016100-1,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
387,CB-016434-4,134,Pendiente,01/04/2020,05/02/2020,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
388,CB-014100-0,134,Aceptado,01/04/2020,04/11/2019,0,2,2,1,0,2,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
389,CB-011899-7,134,Aceptado,01/04/2020,22/11/2019,2,0,2,1,0,2,3,0,0,2020,,2021.0,8.0,8.0,3,40,S,A,N
390,CB-016006-3,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.14,8.67,3,40,S,A,N
391,CB-016416-6,134,Aceptado,01/04/2020,04/02/2020,2,0,2,0,0,3,3,0,0,2020,19/08/2021,2021.0,6.4,6.89,13,40,S,A,S
392,CB-015809-3,134,Pendiente,01/04/2020,26/11/2019,1,1,2,0,0,0,3,0,0,2020,16/03/2021,2021.0,6.6,6.6,5,40,S,A,S
393,CB-016089-6,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,9.0,9.0,2,40,S,A,N
394,CB-015811-5,134,Pendiente,01/04/2020,26/11/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
395,CB-015793-3,134,Aceptado,01/04/2020,20/11/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
396,CB-016142-6,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
397,CB-016059-4,134,Pendiente,01/04/2020,16/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
398,CB-015831-0,134,Pendiente,01/04/2020,02/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.18,7.0,7,40,S,A,S
399,CB-016136-1,134,Aceptado,01/04/2020,18/12/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
400,CB-017659-8,134,Aceptado,01/04/2020,28/02/2020,2,0,2,1,1,1,3,0,0,2020,18/08/2021,2021.0,7.67,7.67,7,40,S,A,S
401,CB-015860-3,134,Pendiente,01/04/2020,03/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.63,7.63,10,40,S,A,S
402,CB-015990-1,134,Pendiente,01/04/2020,11/12/2019,0,2,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
403,CB-016490-5,134,Pendiente,01/04/2020,06/02/2020,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
404,CB-015992-8,134,Aceptado,01/04/2020,11/12/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
405,CB-016101-9,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
406,CB-015779-8,134,Aceptado,01/04/2020,19/11/2019,2,0,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
407,CB-015812-3,134,Pendiente,01/04/2020,26/11/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,5,40,S,A,S
408,CB-015807-7,134,Aceptado,01/04/2020,25/11/2019,1,1,2,0,1,2,3,0,0,2020,16/03/2021,2021.0,5.75,7.0,3,40,S,A,N
409,CB-015778-0,134,Aceptado,01/04/2020,19/11/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
410,CB-015998-7,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
411,CB-015790-9,134,Pendiente,01/04/2020,20/11/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
412,CB-015880-8,134,Pendiente,01/04/2020,04/12/2019,2,0,2,0,0,0,3,0,0,2020,07/08/2021,2021.0,5.31,7.5,8,40,S,A,S
413,CB-016117-5,134,Aceptado,01/04/2020,18/12/2019,2,0,2,0,1,2,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
414,CB-016760-2,134,Pendiente,01/04/2020,02/03/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
415,CB-016488-3,134,Aceptado,01/04/2020,06/02/2020,1,1,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
416,CB-015858-1,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,7.2,7.78,11,40,S,A,S
417,CB-015945-6,134,Pendiente,01/04/2020,10/12/2019,0,2,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,7.23,7.82,12,40,S,A,S
418,CB-016441-7,134,Pendiente,01/04/2020,10/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,6,40,S,A,S
419,CB-015888-3,134,Pendiente,01/04/2020,05/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.0,7.5,12,40,S,A,S
420,CB-013923-4,134,Aceptado,01/04/2020,05/11/2019,1,1,2,1,1,1,3,0,0,2020,04/08/2021,2021.0,7.4,7.54,35,40,S,A,S
421,CB-015904-9,134,Pendiente,01/04/2020,06/12/2019,2,0,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
422,CB-014217-1,134,Aceptado,01/04/2020,22/11/2019,2,0,2,0,0,3,3,0,0,2020,20/08/2021,2021.0,6.67,6.95,30,40,S,A,S
423,CB-016130-2,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,17/08/2021,2021.0,5.0,6.5,2,40,S,A,N
424,CB-015826-3,134,Aceptado,01/04/2020,28/11/2019,2,0,2,1,0,2,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
425,CB-016508-1,134,Pendiente,01/04/2020,12/02/2020,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
426,CB-012420-2,134,Aceptado,01/04/2020,22/11/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,6.7,6.7,10,40,S,A,S
427,CB-015900-6,134,Aceptado,01/04/2020,05/12/2019,2,0,2,0,2,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
428,CB-015991-0,134,Pendiente,01/04/2020,11/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,8.2,8.2,6,40,S,A,S
429,CB-015799-2,134,Aceptado,01/04/2020,21/11/2019,2,0,2,0,1,2,3,0,0,2020,,2021.0,8.0,8.0,4,40,S,A,N
430,CB-015843-3,134,Pendiente,01/04/2020,03/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,5.89,7.0,9,40,S,A,S
431,CB-015975-8,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,5.25,6.33,3,40,S,A,N
432,CB-015066-1,134,Aceptado,01/04/2020,22/11/2019,1,1,2,1,1,1,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
433,CB-016433-6,134,Aceptado,01/04/2020,05/02/2020,1,1,2,1,0,2,3,0,0,2020,20/08/2021,2021.0,5.8,7.33,4,40,S,A,N
434,CB-015995-2,134,Pendiente,01/04/2020,12/12/2019,0,2,2,0,0,0,3,0,0,2020,20/03/2021,2021.0,6.71,6.71,7,40,S,A,S
435,CB-016469-7,134,Pendiente,01/04/2020,14/02/2020,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
436,CB-016012-8,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
437,CB-016415-8,134,Aceptado,01/04/2020,04/02/2020,1,1,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
438,CB-015804-2,134,Aceptado,01/04/2020,25/11/2019,2,0,2,0,0,3,3,0,0,2020,23/08/2021,2021.0,6.0,7.0,4,40,S,A,N
439,CB-016487-5,134,Pendiente,01/04/2020,06/02/2020,2,0,2,0,0,0,3,0,0,2020,16/03/2021,2021.0,7.25,7.25,4,40,S,A,N
440,CB-016449-2,134,Pendiente,01/04/2020,11/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
441,CB-015965-1,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,17/03/2021,2021.0,5.5,6.67,3,40,S,A,N
442,CB-014919-1,134,Aceptado,01/04/2020,13/02/2020,2,0,2,0,1,2,3,0,0,2020,21/08/2021,2021.0,7.47,7.79,22,40,S,A,S
443,CB-016498-1,134,Aceptado,01/04/2020,11/02/2020,0,2,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
444,CB-015960-0,134,Pendiente,01/04/2020,10/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
445,CB-016764-5,134,Pendiente,01/04/2020,06/03/2020,1,1,2,0,0,0,3,0,0,2020,,,10.0,10.0,1,40,N,P,N
446,CB-015976-6,134,Pendiente,01/04/2020,11/12/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
447,CB-013204-3,134,Aceptado,01/04/2020,14/02/2020,1,1,2,1,0,2,3,0,0,2020,,2021.0,7.0,7.0,4,40,S,A,N
448,CB-016064-1,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,4.0,6.0,2,40,S,A,N
449,CB-016112-4,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
450,CB-016474-3,134,Pendiente,01/04/2020,04/02/2020,2,0,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
451,CB-016027-6,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
452,CB-016104-3,134,Aceptado,01/04/2020,18/12/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
453,CB-016778-5,134,Aceptado,01/04/2020,10/03/2020,0,2,2,0,0,3,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
454,CB-016050-1,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
455,CB-016458-1,134,Aceptado,01/04/2020,14/02/2020,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
456,CB-016081-1,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
457,CB-016088-8,134,Aceptado,01/04/2020,17/12/2019,2,0,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
458,CB-012958-1,134,Aceptado,01/04/2020,19/11/2019,2,0,2,0,0,3,3,1,0,2020,18/03/2021,2021.0,7.06,7.19,18,40,S,A,S
459,CB-016090-0,134,Aceptado,01/04/2020,17/12/2019,2,0,2,1,0,2,3,0,0,2020,18/08/2021,2021.0,7.75,7.75,5,40,S,A,S
460,CB-016003-9,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,16/03/2021,2021.0,7.0,7.0,8,40,S,A,S
461,CB-015787-9,134,Pendiente,01/04/2020,19/11/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
462,CB-016437-9,134,Pendiente,01/04/2020,10/02/2020,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
463,CB-015956-1,134,Pendiente,01/04/2020,10/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
464,CB-016120-5,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
465,CB-016087-0,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
466,CB-016400-0,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,0,2,3,0,0,2020,18/08/2021,2021.0,7.33,7.33,3,40,S,A,N
467,CB-016099-3,134,Aceptado,01/04/2020,18/12/2019,2,0,2,1,0,2,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
468,CB-016512-0,134,Aceptado,01/04/2020,12/02/2020,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
469,CB-015919-7,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,18/03/2021,2021.0,6.33,7.2,5,40,S,A,S
470,CB-016401-8,134,Aceptado,01/04/2020,04/02/2020,0,2,2,0,0,3,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
471,CB-016405-1,134,Aceptado,01/04/2020,04/02/2020,2,0,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
472,CB-016128-1,134,Pendiente,01/04/2020,18/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
473,CB-016020-9,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
474,CB-016500-6,134,Aceptado,01/04/2020,11/02/2020,1,1,2,0,2,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
475,CB-016054-3,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
476,CB-015851-4,134,Aceptado,01/04/2020,03/12/2019,2,0,2,0,2,1,3,0,0,2020,,2021.0,8.0,8.0,3,40,S,A,N
477,CB-016483-2,134,Pendiente,01/04/2020,05/02/2020,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
478,CB-015696-1,134,Pendiente,01/04/2020,10/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.25,6.25,4,40,S,A,N
479,CB-016029-2,134,Pendiente,01/04/2020,13/12/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
480,CB-016084-5,134,Aceptado,01/04/2020,17/12/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
481,CB-015824-7,134,Aceptado,01/04/2020,28/11/2019,1,1,2,0,1,2,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
482,CB-015916-2,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.13,7.5,5,40,S,A,S
483,CB-015890-5,134,Aceptado,01/04/2020,05/12/2019,0,2,2,1,1,1,3,0,0,2020,18/08/2021,2021.0,6.0,7.0,6,40,S,A,S
484,CB-015953-7,134,Pendiente,01/04/2020,10/12/2019,1,1,2,0,0,0,3,0,0,2020,16/03/2021,2021.0,6.88,7.57,7,40,S,A,S
485,CB-016502-2,134,Pendiente,01/04/2020,11/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
486,CB-015879-4,134,Pendiente,01/04/2020,04/12/2019,0,2,2,0,0,0,3,0,0,2020,03/08/2021,2021.0,7.83,7.83,7,40,S,A,S
487,CB-015795-0,134,Aceptado,01/04/2020,20/11/2019,2,0,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
488,CB-016436-1,134,Aceptado,01/04/2020,05/02/2020,1,1,2,0,1,2,3,0,0,2020,23/08/2021,2021.0,6.67,7.6,5,40,S,A,S
489,CB-015925-1,134,Pendiente,01/04/2020,09/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
490,CB-015885-9,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
491,CB-016096-9,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.0,7.0,5,40,S,A,S
492,CB-015986-3,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.5,7.86,9,40,S,A,S
493,CB-015964-2,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
494,CB-016109-4,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
495,CB-016061-6,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,5,40,S,A,S
496,CB-016048-9,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,15/03/2021,2021.0,7.33,7.33,3,40,S,A,N
497,CB-015886-7,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,20/03/2021,2021.0,5.4,7.67,3,40,S,A,N
498,CB-016472-7,134,Aceptado,01/04/2020,04/02/2020,2,0,2,1,1,1,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
499,CB-016399-2,134,Pendiente,01/04/2020,04/02/2020,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
500,CB-016412-3,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,2,0,3,0,0,2020,,2021.0,9.5,9.5,2,40,S,A,N
501,CB-015940-5,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,6.56,7.71,8,40,S,A,S
502,CB-016485-9,134,Aceptado,01/04/2020,06/02/2020,2,0,2,1,1,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
503,CB-016097-7,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,6.15,7.4,12,40,S,A,S
504,CB-016461-1,134,Aceptado,01/04/2020,14/02/2020,1,1,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
505,CB-016419-1,134,Pendiente,01/04/2020,04/02/2020,2,0,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
506,CB-015304-1,134,Aceptado,01/04/2020,22/11/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
507,CB-015901-4,134,Aceptado,01/04/2020,05/12/2019,2,0,2,1,1,1,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
508,CB-015276-1,134,Pendiente,01/04/2020,22/11/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
509,CB-016005-5,134,Aceptado,01/04/2020,12/12/2019,1,1,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,7.4,7.4,10,40,S,A,S
510,CB-016397-6,134,Aceptado,01/04/2020,04/02/2020,1,1,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,6.83,6.83,8,40,S,A,S
511,CB-015837-9,134,Pendiente,01/04/2020,02/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,6.0,6.6,5,40,S,A,S
512,CB-016409-3,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,6,40,S,A,S
513,CB-015931-6,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,8.4,8.4,7,40,S,A,S
514,CB-016398-4,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,1,1,3,0,0,2020,18/08/2021,2021.0,7.5,7.5,14,40,S,A,S
515,CB-012922-1,134,Aceptado,01/04/2020,19/11/2019,2,0,2,2,0,1,3,0,0,2020,21/08/2021,2021.0,6.27,6.57,20,40,S,A,S
516,CB-015968-5,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
517,CB-015895-6,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,6.25,7.67,7,40,S,A,S
518,CB-016420-4,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,0,2,3,0,0,2020,03/08/2021,2021.0,7.33,7.33,3,40,S,A,N
519,CB-016431-0,134,Pendiente,01/04/2020,05/02/2020,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
520,CB-014209-0,134,Aceptado,01/04/2020,21/11/2019,2,0,2,0,0,3,3,0,0,2020,17/03/2021,2021.0,6.7,7.22,26,40,S,A,S
521,CB-016752-1,134,Pendiente,01/04/2020,21/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,9.33,9.33,3,40,S,A,N
522,CB-016124-8,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
523,CB-015800-0,134,Aceptado,01/04/2020,21/11/2019,1,1,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
524,CB-012365-6,134,Aceptado,01/04/2020,10/02/2020,2,0,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,7.0,7.0,8,40,S,A,S
525,CB-016763-7,134,Pendiente,01/04/2020,05/03/2020,0,2,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
526,CB-016015-2,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,9.33,9.33,3,40,S,A,N
527,CB-015937-5,134,Pendiente,01/04/2020,09/12/2019,2,0,2,0,0,0,3,0,0,2020,,,10.0,10.0,1,40,N,P,N
528,CB-015785-2,134,Aceptado,01/04/2020,19/11/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
